0	has_both_lat_long_int	words_as_string
0	0	S.,neglectus,Csy,.
0	0	RS,and,GIS,The,forested,steep,slopes,of,the,Achampet,plateau,,,the,midelevation,Srisailam,forests,and,those,in,the,plains,to,the,west,of,the,plateau,contribute,to,the,pollen,inputs,of,Potapuram,Cheruvu,.
0	0	Hill,,,C.L.,,,1998,.
0	0	Occurrence,and,abundance,of,6-methyl,branched,glycerol,dialkyl,glycerol,tetraethers,in,soils,:,implications,for,palaeoclimate,reconstruction,.
0	0	J.,Bot,.
0	0	Interpretations,of,diatom,biogeography,are,largely,affected,by,the,species,concept,used,as,the,basis,of,classiﬁcation,.
0	0	The,radiocarbon,dates,suggest,the,trend,began,first,at,the,more,eastern,and,critically,located,sites,,,later,in,western,Tasmania,.
0	0	Firstly,,,there,may,be,errors,in,either,the,ice-core,or,Monticchio,chronologies,.
0	0	Boreas,,,21,,,193,-RCB-,208,.
0	0	Campbell,,,J.,L.,,,M.,J.,Mitchell,,,P.,M.,Groffman,,,L.,M.,Christenson,,,and,J.,P.,Hardy,.
0	0	A,test,of,Sporormiella,representation,as,a,predictor,of,megaherbivore,presence,and,abundance,.
0	0	cepiWlity,to,acidification,sf,p,r,l,y,buffered,surface,waters,.
0	0	J.,Paleolimnol,.
0	0	A,similar,habitat,is,shared,by,elmids,which,in,the,assemblage,are,represented,by,numerous,individuals,or,the,genera,Drrbiraphia,and,Optioserrus,.
0	0	Marine,and,limnic,radiocarbon,reservoir,corrections,for,studies,of,late,-,and,postglacial,environments,in,Georgia,Basin,and,Puget,Lowland,,,British,Columbia,,,Canada,and,Washington,,,USA,.
0	0	Davis,,,M.,B.,,,and,Deevey,,,E.,S.,,,Jr.,-LRB-,1964,-RRB-,.
0	0	Environmental,history,of,northwest,Australia,based,on,phytolith,analysis,at,Carpenter,'s,Gap,I.,Quaternary,International,83,--,85,,,103,--,117,.
0	0	phaeacantha-type,seeds,Erethizon,dorsatum,pellets,Fouquieria,splendens,0,.
0	0	At,least,during,the,Last,Glacial,period,,,the,glaciers,in,the,area,had,a,much,greater,extension,.
0	0	Science,317,:,793,--,796,.
0	0	Charcoal,accumulation,rates,and,the,ratio,of,charcoal,to,pollen,remain,at,previous,levels,suggesting,that,fires,occurred,despite,the,decrease,in,woody,fuel,.
0	0	A,Holocene,paleoclimatic,and,environmental,record,from,Stoneman,Lake,,,Arizona,.
0	0	Geological,Survey,of,Denmark,II,,,80,87-119,.
0	0	McCorkle,-LRB-,1967,-RRB-,,,in,his,treat,-,and,type,of,surface,granules,and,even,the,more,ment,of,the,Nearctic,fauna,,,considered,Cyphelo,-,distinctive,irregular,polygonal,domed,granules,phorus,to,be,allied,with,the,subgenera,Gephelo,-,found,in,H,.
0	0	Elevated,Pediastrum,and,Isoëtes,spore,abundance,may,indicate,that,this,period,is,relatively,wetter,,,paricularly,in,the,upper,part,of,the,zone,.
0	0	University,of,Minnesota,Press,,,Minneapolis,,,569,pp,.
